date_time,lon360,latitude,depth_km,magnitude,distance_to_surface_km,distance_to_center_km
2011-01-20T21:02:51.220Z,168.002,-19.309,-1.5,4.3,6.262359244537448,39.5920397338868
2015-05-15T01:06:51.290Z,168.1941,-19.0271,-3.86,4.1,11.512512402263638,45.23306700479125
2011-01-06T16:17:52.610Z,168.327,-19.497,-4.3,5.2,7.6064020954131,40.27713538360585
2012-03-01T00:59:59.990Z,167.45,-17.893,-5.4,5.1,1.456113414764399,37.283394165039056
2006-12-23T03:32:48.090Z,168.108,-17.781,-5.6,4.9,32.10942180481032,67.86685864257889
2017-07-21T08:59:06.590Z,169.1726,-18.0537,-6.27,5.5,175.78235517040818,210.71582810925096
2025-07-23T14:44:43.442Z,168.1647,-17.8948,-7.066,4.3,32.71140661377044,68.36918640551849
2011-11-25T06:25:48.600Z,168.361,-17.89,-7.3,4.7,53.78500070190339,89.39524490356357
2022-12-01T18:31:06.545Z,169.5341,-18.6779,-7.897,4.5,188.3862662084935,221.54896584600576
2012-02-05T16:40:39.160Z,167.226,-17.948,-8.0,6.1,-13.276014088452046,36.22356360822076
2015-01-16T07:13:16.360Z,167.624,-17.8523,-8.3,5.0,1.317257652053744,37.14228433227531
2016-08-24T13:06:49.590Z,167.5276,-18.4165,-8.78,4.9,-2.4971373331451385,32.79729110565185
2024-08-02T05:25:08.598Z,169.7063,-19.1424,-9.602,4.3,180.93582314062678,212.9712484682635
2019-07-02T16:02:07.499Z,166.9193,-17.9106,-9.69,4.8,-42.30189974015088,52.96489719466685
2015-01-14T08:33:41.050Z,168.1864,-18.3674,-9.77,4.5,18.51811648901359,53.57111517700187
2013-05-29T08:02:53.640Z,167.878,-17.859,-9.8,4.2,9.05847558898844,44.81531643066326
2022-12-01T18:01:15.619Z,169.3062,-18.5849,-9.986,4.4,149.49058724547945,183.1056726378134
2013-11-29T05:31:08.520Z,169.2881,-19.43,-9.99,4.4,81.61690461425471,113.5188139892547
2022-12-01T17:28:30.339Z,169.4277,-18.6562,-10.012,4.5,167.6217901373274,200.94560696154613
2010-12-25T23:47:03.370Z,167.969,-19.4,-10.3,4.2,-3.3469122123718176,29.841057128906254
2010-12-28T21:43:50.150Z,168.014,-19.385,-10.4,5.2,-2.9465381050109265,30.22735737609868
2024-01-23T15:26:29.426Z,168.1974,-17.9343,-10.435,5.1,31.22557766406227,66.84109397515846
2012-04-14T22:05:26.430Z,168.741,-18.972,-11.0,6.2,40.864346252442736,74.15145909423958
2015-05-28T03:55:37.370Z,167.8839,-17.9596,-11.16,4.4,6.485577355774399,42.163272636353014
2010-06-09T23:23:17.350Z,169.485,-18.597,-12.0,6.0,181.5477664794954,214.94896469116532
2023-03-09T18:35:23.050Z,169.653,-19.3662,-12.67,4.5,144.57984545654057,176.34840513793705
2010-08-12T15:49:28.560Z,167.761,-18.037,-12.9,4.6,-1.092400419616931,34.55356134490944
2021-02-16T00:49:25.141Z,167.5413,-17.8292,-13.0,6.2,-4.792124889541666,31.068751118591265
2011-08-24T23:06:17.090Z,167.727,-18.155,-13.0,6.2,-2.9429368419645243,32.60281957244892
2010-12-26T02:13:37.680Z,168.284,-19.616,-13.0,6.0,-3.513303277588168,28.990225390624744
2019-10-22T14:03:51.173Z,169.8118,-19.6623,-13.14,4.6,148.85268270690875,180.2261946125484
2023-06-03T01:42:58.050Z,168.3253,-18.3138,-13.214,4.5,27.29054437319904,62.34029364221149
2012-01-30T17:25:09.580Z,167.915,-19.344,-13.5,4.4,-6.7363546905518294,26.609545104980405
2017-06-14T00:25:37.230Z,168.728,-18.3246,-13.6,5.8,66.69929775268717,101.41361740844889
2009-06-03T01:43:26.330Z,167.676,-17.948,-13.6,4.6,-3.4242011505129195,32.31433505859352
2021-02-18T06:37:30.717Z,168.0675,-18.9515,-14.0,6.2,-1.6445626883509732,32.36529651832552
2011-01-12T14:46:03.590Z,168.399,-19.406,-14.2,5.1,1.7185637802122287,34.47834022827132
2021-02-16T01:32:00.512Z,167.6409,-17.8133,-14.25,5.9,-4.001577682018663,31.850259639815903
2009-06-07T15:05:22.770Z,168.036,-18.16,-14.4,5.1,8.569183609008347,44.00436480712847
2019-11-20T18:37:13.757Z,168.366,-18.288,-14.43,4.6,30.49160285644664,65.55815479736461
2012-03-07T13:56:02.090Z,168.194,-19.571,-14.7,5.1,-6.309729566192676,26.361129119872995
2010-06-10T00:25:16.320Z,169.471,-18.478,-15.0,4.6,185.66015898437678,219.35241628418146
2010-06-08T20:51:21.760Z,169.426,-18.623,-15.0,4.3,165.04946480712704,198.45194807128723
2007-01-21T09:07:36.140Z,169.0,-18.938,-15.0,4.7,66.75593627929689,99.86754028320314
2006-12-29T20:59:44.510Z,169.478,-18.67,-15.0,4.6,171.25192517090085,204.49128198242425
2013-08-04T00:29:44.350Z,168.2079,-18.4335,-15.09,4.4,13.064594158974028,47.98590398895297
2010-01-24T18:15:09.270Z,167.897,-18.513,-15.1,5.6,-3.242621269607932,31.752663731383898
2013-08-29T17:49:12.900Z,169.7961,-19.2187,-15.23,4.2,186.2232748375825,218.09098468688669
2011-10-17T12:24:29.790Z,167.808,-19.352,-15.4,4.9,-10.134155741651165,24.671614543855224
